id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
34837166,Goose Hollow Cozy Condo,56234554,Susie,,Goose Hollow,45.51746,-122.69573,Entire home/apt,120,2,6,2019-09-08,0.84,1,16
34837777,Henriette House - Super Walkable Vintage Getaway,6949748,Candice,,Boise,45.55302,-122.66553,Entire home/apt,360,2,31,2019-12-26,4.17,1,146
34866219,Bright and Open Modern Northeast Montavilla ADU,4580020,John,,Montavilla,45.52473,-122.58431,Entire home/apt,150,1,24,2020-01-01,3.26,1,179
34894872,Fabulous City & River View in John's Landing,144130217,Norm,,South Portland,45.47089,-122.67357,Entire home/apt,150,2,19,2019-12-14,3.29,2,126
34896639,"Suite Close-in SW Portland, Private bath Breakfast",234193033,Catherine,,Far Southwest,45.441,-122.74083,Private room,42,2,14,2019-11-30,3.04,2,25
34904749,Hot Tub Escape - 2 Rooms in SW Portland/Hillsdale,180781432,James,,Hayhurst,45.478,-122.70987,Entire home/apt,169,30,21,2020-01-01,3.12,3,363
34905596,Lux entire home mins to airprt/dwntwn & Gorge!,112609060,Leanne,,Parkrose Heights,45.53742,-122.54772,Entire home/apt,168,2,18,2019-12-26,3.14,1,227
34932824,Updated PDX Flat - Walk to Division & Hawthorne!,218952334,Stay,,Richmond,45.50248,-122.62189,Entire home/apt,199,30,20,2019-12-01,2.91,18,90
34935743,Chic Modern Central - Inner Eastside Gem,263251243,Sebastian,,Hosford-Abernethy,45.50063,-122.64481,Entire home/apt,125,30,40,2019-12-31,6.63,1,33
34936500,∞ Glam-Gold 2 Bedroom Comfy Apt in Central PDX ∞,1218855,Suja,,Kerns,45.52874,-122.64393,Entire home/apt,162,31,49,2019-12-27,7.28,7,27
34943558,Mississippi Ave Artist's Loft,4582029,Gage,,Boise,45.55167,-122.6775,Entire home/apt,245,2,14,2019-11-03,2.32,1,79
34969688,Quiet Victorian home above the middle of Portland,53215891,Shelley,,Northwest District,45.52313,-122.68868,Entire home/apt,119,30,6,2019-12-14,1.36,1,84
34971411,The Bee House,263483003,Brad,,South Portland,45.49948,-122.67844,Entire home/apt,80,2,17,2019-12-08,4.72,1,96
34999345,⚜  TROPICAL   VILLA    ⚜(✔ENTIRE Space ✔QUEEN Bed),4884977,Shane,,Mt. Tabor,45.52243,-122.59387,Entire home/apt,65,1,62,2019-12-10,8.45,5,139
35000823,Master Bedroom for Rent (Room 3),184874464,Mei Ting,,Montavilla,45.51165,-122.56836,Private room,60,30,5,2019-11-23,0.69,2,334
35013488,Hip Homey Haven,263791197,Whitney,,King,45.55785,-122.65327,Entire home/apt,63,1,48,2019-12-13,6.67,1,69
35034572,Thought Incubator,21101389,Salvador,,Piedmont,45.57129,-122.67582,Entire home/apt,66,2,34,2019-12-18,4.74,1,74
35038372,Portland Artist's House-Glamp in the Little Dipper,8977925,James,,St. Johns,45.59778,-122.75428,Private room,33,5,5,2019-11-30,0.88,5,60
35068336,Cozy Apartment by Providence Hospital & Max,264170709,Jay And Ann,,North Tabor,45.52606,-122.60891,Entire home/apt,150,3,3,2019-12-28,1.20,2,365
35088755,Cozy room Curated Mississippi Av home NO CLEAN FEE,5603277,Nathan,,Humboldt,45.55641,-122.67215,Private room,75,2,10,2019-11-24,1.52,2,313
35091262,Quiet Close-in Living near MAX/Adidas/Restaurants,75362162,Trevor,,Overlook,45.56395,-122.68713,Entire home/apt,70,1,5,2019-12-26,3.19,1,150
35091759,Sellwood guest suite (private entrance),117204372,James,,Sellwood-Moreland Improvement League,45.46801,-122.64976,Entire home/apt,130,2,0,,,1,135
35097469,"Brand New, Modern, Fresh Guest Suite",7398191,Farah,,Lents,45.47988,-122.56251,Entire home/apt,40,1,43,2019-12-15,6.83,1,170
35119822,Quiet and Serene Space next to Magical Mt Tabor,2336367,Natalie,,Mt. Tabor,45.5068,-122.58858,Private room,70,2,6,2019-12-02,1.15,1,75
35124424,Woodland Paradise with queen bed & private bath,61124910,Nancy,,Arnold Creek,45.44459,-122.70227,Private room,49,1,10,2019-12-08,2.44,1,81
35136354,23t1Xx,264650683,Aurora,,Powellhurst-Gilbert,45.48371,-122.52602,Private room,50,1,2,2019-09-01,0.38,1,63
35151581,Gorgeous Apartment in the Heart of NE Portland,2342717,Kathleen,,Kerns,45.52772,-122.63732,Entire home/apt,97,2,24,2019-12-16,4.74,1,164
35154601,New St Johns Studio by Cathedral Park,48698141,Allan And Niki,,Cathedral Park,45.59025,-122.75874,Entire home/apt,78,2,14,2019-12-29,3.82,1,342
35155827,NEW - Big contemporary in a historic train station,264765755,Paul,,Pearl,45.52787,-122.6816,Entire home/apt,167,31,0,,,1,124
35158304,Convenient Private 2 bedroom retreat near Alberta,8804265,Rick & Allegra,,Vernon,45.56604,-122.64666,Entire home/apt,105,2,9,2020-01-01,4.03,1,239
35160516,Cozy open layout home in quiet location- close to shops/restaurants,112445005,Vacasa Portland,,Concordia,45.56871,-122.63999,Entire home/apt,148,1,4,2019-10-02,0.68,30,363
35160605,Beautiful Division Street Bungalow,6471429,Peyton,,Richmond,45.50681,-122.63336,Entire home/apt,178,2,1,2019-12-29,1,2,50
35162879,Private + Serene Family Friendly 2 Bedroom Getaway,1716834,Malia,,Foster-Powell,45.495,-122.59326,Entire home/apt,150,2,16,2019-12-23,4.57,1,174
35163221,#StayinMyDistrict Sellwood Walk to Shops & Dining,3142393,Amy,,Sellwood-Moreland Improvement League,45.47137,-122.6534,Entire home/apt,224,1,4,2019-07-07,0.64,14,24
35166336,"SW Portland 10 min to downtown,  OHSU, 2 min to LO",156679949,Lisa,,Collins View,45.44809,-122.67676,Entire home/apt,150,1,27,2019-12-28,3.91,1,235
35192098,Portland Vintage Hideaway,26712397,Julie,,Hayhurst,45.47687,-122.72533,Entire home/apt,82,1,38,2019-12-30,5.62,1,177
35195292,#CentralCityStays - Basement Suite,134297004,Jose,,King,45.56342,-122.65618,Entire home/apt,135,30,1,2019-08-09,0.20,8,276
35198059,"Modern One Bedroom
Apartment Steps from Alberta St",182289060,Dale,,King,45.56011,-122.65784,Entire home/apt,75,1,24,2020-01-01,6.79,1,36
35198519,Red Door Victorian,67406555,Collin,,Kerns,45.52219,-122.63421,Entire home/apt,95,1,6,2019-11-11,1.38,1,150
35202342,"Penthouse Suite Atop Benson Mansion, On the River With Views, One Mile to UofP, 7 Miles to Downtown",62261998,Corey,,Cathedral Park,45.58141,-122.74814,Entire home/apt,80,2,7,2019-12-15,1.27,4,361
35205780,The Little Restful Retreat,265093881,Tobin,,Multnomah,45.46842,-122.70673,Entire home/apt,60,2,10,2020-01-01,1.59,1,208
35220921,Single Private Bedroom by University of Portland,51858478,Trevor,,University Park,45.57979,-122.72274,Private room,50,1,2,2019-11-29,1.00,1,72
35225440,High End condo close to St.Vincent's and NW neigh.,164460250,Veronica,,Sylvan-Highlands,45.51619,-122.74319,Entire home/apt,120,31,3,2019-10-27,0.53,1,280
35230046,Overlook Nook-modern apartment in central location,55214028,Judy,,Overlook,45.56338,-122.69759,Entire home/apt,100,1,23,2019-12-28,3.59,1,80
35232836,Hip Urban Studio Perfect Portland  Location,200455236,Hive,,Overlook,45.56606,-122.68144,Entire home/apt,65,1,50,2019-12-27,7.11,4,174
35236468,Private New Dog-Friendly Studio Near Downtown,498934,Matthew,,Humboldt,45.56074,-122.67036,Entire home/apt,95,1,58,2019-12-30,8.29,1,180
35262014,"Spacious comfortable 2BD/2BA w/ fireplace, balcony",165494122,Tim,,Bridgeton,45.60336,-122.67854,Entire home/apt,199,30,3,2019-09-02,0.47,7,364
35287438,"Gorgeous, Walkable, Spacious & Family Friendly!",793916,Liz,,Montavilla,45.5154,-122.56976,Entire home/apt,350,30,1,2019-07-06,0.17,1,0
35301751,"British style bed and breakfast downtown PDX, #2",8207605,Sharon,,Portland Downtown,45.51677,-122.68657,Private room,49,1,5,2019-12-17,0.70,8,163
35311059,Dinosaur Room at the Kiwi Palace,198324,M.,,Cully,45.5682,-122.60935,Private room,33,2,18,2019-11-28,2.69,3,171
35313372,Kiwi Palace - 2 Bedroom Suite - Goddess+Dinosaur,198324,M.,,Cully,45.56874,-122.60869,Private room,57,2,0,,,3,165
35317415,Private studio close in SE Clinton/Division,6484099,Sarah,,Richmond,45.50002,-122.62975,Entire home/apt,100,1,3,2019-10-27,0.82,1,0
35318813,"Ash Street Loft- urban chic, walk to city center.",27977619,Julie,,Buckman,45.52088,-122.65358,Entire home/apt,64,2,11,2019-12-29,6.11,1,188
35318843,"Private guesthouse w/ yard, firepit, patio, loft",10256045,Kate,,Humboldt,45.56096,-122.67832,Entire home/apt,94,2,47,2020-01-01,6.78,1,18
35341801,Private Quiet Portland Lewis and Clark Lake Oswego,66132613,Craig,,Collins View,45.44549,-122.66798,Entire home/apt,80,1,15,2019-12-29,6.00,1,37
35345688,NUOVO | Spacious Studio near convention center,43945988,Nuovo,,Boise,45.54511,-122.67605,Entire home/apt,120,1,10,2019-10-30,1.67,3,315
35345782,Willamette Boulevard Guest House,96576466,Grant&David,,Overlook,45.5629,-122.68686,Entire home/apt,65,2,37,2019-12-31,5.84,1,31
35350394,Spacious St Johns Apartment - 2 Bicycles Included!,70602849,Blair,,Portsmouth,45.58817,-122.72708,Entire home/apt,74,2,27,2019-12-29,4.20,1,161
35387473,"Cozy & Modern, walkable to beer/food, shops & more",8013108,Bri,,Vernon,45.56516,-122.65007,Entire home/apt,150,2,16,2019-12-02,2.64,1,160
35418187,Outdoors Galore.Serene but not far from the scene.,3005870,Jiah,,Linnton,45.58363,-122.77598,Entire home/apt,117,2,14,2019-09-30,2.03,1,351
35459875,Grant Park Garden Cottage - Family & pet friendly,157147786,Kevin,,Grant Park,45.54081,-122.633,Entire home/apt,195,2,14,2019-12-26,2.76,1,41
35486590,The Booty House,115440497,Andrew,,Montavilla,45.52839,-122.58793,Private room,32,1,3,2019-11-23,1.00,1,241
35494028,Good Vibes in a Great Space II,4618284,Ian,,Sunnyside,45.51795,-122.61615,Private room,50,30,8,2019-10-09,1.22,3,153
35494177,Good Vibes in a Great Space III,4618284,Ian,,Sunnyside,45.51876,-122.6173,Private room,50,30,6,2019-10-25,0.90,3,306
35507045,NoPo craftsman with home theater and bamboo forest,7343124,Kenton,,Overlook,45.56412,-122.68593,Entire home/apt,150,30,1,2019-07-27,0.19,1,301
35518024,"Stunning Craftsman in Division/Clinton, Close In",267215500,Sara,,Hosford-Abernethy,45.50333,-122.64457,Entire home/apt,285,2,14,2019-12-01,2.18,1,167
35537643,Bluebird House: Modern 2 bed/2.5 bath Home,218952334,Stay,,Woodlawn,45.57493,-122.64513,Entire home/apt,199,2,9,2019-12-26,1.49,18,87
35546910,"Pretty, calm, and private in North Portland",9712483,Michelle,,Portsmouth,45.58414,-122.7086,Private room,120,1,6,2019-08-11,0.99,1,270
35547398,Private room in Woodstock Art Collective,267456064,James,,Woodstock,45.48007,-122.6223,Private room,54,30,20,2019-12-01,3.30,1,61
35548744,"Stylish Vintage Ranch Home w/Huge Yard, BBQ",85513975,Erik,,Overlook,45.56245,-122.68939,Entire home/apt,149,1,15,2019-12-23,2.62,1,152
35564793,Camgie's Healing Place,5982865,Angie,,Brooklyn Action Corps,45.49898,-122.65018,Entire home/apt,120,30,7,2019-10-27,1.60,1,153
35602413,Midcentury style house off hip Mississippi Ave,4812174,Liz,,Overlook,45.55433,-122.6788,Private room,100,30,24,2019-12-01,3.67,1,31
35611204,Spacious & Charming Suite in North Portland!,229095817,Loftium,,St. Johns,45.58542,-122.7409,Entire home/apt,130,1,31,2019-12-24,5.00,27,76
35612880,Hip Mid-Century Montavilla duplex - Pet friendly,267917724,Matt,,Montavilla,45.52383,-122.5846,Entire home/apt,85,30,2,2019-12-31,0.44,1,300
35617754,Relaxing studio in Irvington- close to everything!,7335968,Heather,,Irvington,45.53737,-122.65468,Entire home/apt,90,1,25,2019-12-19,4.03,1,172
35621697,NEW! 90 WalkScore 2 Bed on Hawthorne,187734201,Mike,,Buckman,45.51277,-122.64561,Entire home/apt,200,1,61,2019-12-24,9.06,4,347
35648795,Trendy Asian,188307439,Wanna,,Mill Park,45.50735,-122.54592,Entire home/apt,78,2,8,2020-01-01,1.20,1,180
35651195,Private Mid-Century House Close to PDX Airport,5962255,Krista,,Argay,45.54469,-122.52228,Entire home/apt,189,30,7,2019-09-02,1.03,1,221
35657008,Heart of Belmont,37150000,Thu-Tam,,Sunnyside,45.51678,-122.63193,Private room,50,30,12,2019-11-12,1.85,1,0
35682024,Hot Tub Time Machine (Funky Sellwood Studio),268418107,Corey,,Sellwood-Moreland Improvement League,45.46594,-122.65244,Entire home/apt,76,1,17,2019-12-22,2.67,1,150
35682143,Beautiful SW Portland Room and Bathroom!,76418105,Estelle,,Bridlemile,45.49087,-122.72413,Private room,48,1,21,2020-01-02,3.28,1,144
35682163,One Bedroom Retreat in the Heart of inner SE,1406738,Michael,,Buckman,45.51749,-122.64871,Entire home/apt,90,3,19,2019-12-15,2.97,1,119
35685816,Vintage City Studio,5352113,Beth,,Northwest District,45.52365,-122.68785,Entire home/apt,10,31,3,2019-11-23,0.70,1,81
35690342,"Dream on Division in New, Modern Guest Suite",65417170,Brian,,Richmond,45.50527,-122.63,Entire home/apt,79,3,14,2019-12-09,3.18,1,326
35709360,HAPPY PROPERTY,244759635,Hoang,,Centennial,45.51636,-122.48545,Private room,1200,1,4,2019-08-18,0.69,1,364
35713716,Cozy & Charming Irvington Suite!,229095817,Loftium,,Irvington,45.54221,-122.65152,Entire home/apt,95,1,47,2019-12-24,7.38,27,80
35718686,Micro-Studio in Downtown Portland - Great Location,268669441,Denise,,Portland Downtown,45.52034,-122.68383,Entire home/apt,111,30,19,2019-09-25,3.06,1,0
35719767,The Best of What’s Around - New Hawthorne Getaway,158453901,Kristin,,Richmond,45.51045,-122.62663,Entire home/apt,109,2,42,2019-12-09,7.00,1,75
35733821,"G’nite Irene- 1BR Suite, Heated Bathroom Floor",212514596,Rachele,,Maplewood,45.47546,-122.73618,Entire home/apt,60,1,35,2019-12-29,5.44,1,95
35758032,A Little Country in the City!,268989804,Melissa,,Hillsdale,45.48087,-122.6963,Entire home/apt,95,1,15,2019-10-06,2.62,1,168
35773559,Band Bunk PDX,232780119,Christine,,Roseway,45.5446,-122.59083,Entire home/apt,104,2,39,2019-12-28,6.54,1,195
35801012,Portland Urban Farmhouse.,1453701,Karen,,Parkrose Heights,45.53787,-122.54845,Private room,39,3,1,2019-09-06,0.25,1,60
35805930,"Sentinel, Accessible Deluxe Queen",268188940,Sentinel Hotel,,Portland Downtown,45.52165,-122.68128,Private room,139,1,0,,,11,17
35811573,Economical Portland APT经济实惠的波特兰公寓,217614937,Yano,,Centennial,45.50717,-122.49787,Entire home/apt,84,2,25,2019-12-29,4.03,1,87
35831134,"Sentinel, Accessible Deluxe Queen Roll-In Shower",268188940,Sentinel Hotel,,Portland Downtown,45.51998,-122.68122,Private room,139,1,0,,,11,21
35831253,"Sentinel, Deluxe Queen",268188940,Sentinel Hotel,,Portland Downtown,45.51938,-122.68198,Private room,139,1,0,,,11,27
35831322,"Sentinel, Deluxe King",268188940,Sentinel Hotel,,Portland Downtown,45.51947,-122.6818,Private room,159,1,0,,,11,105
35831403,"Sentinel, Premier King",268188940,Sentinel Hotel,,Portland Downtown,45.52012,-122.68206,Private room,169,1,0,,,11,16
35831710,"Sentinel, Premier Two Double Beds",268188940,Sentinel Hotel,,Portland Downtown,45.52035,-122.68264,Private room,169,1,0,,,11,19
35831976,"Sentinel, Premier Corner King",268188940,Sentinel Hotel,,Portland Downtown,45.52117,-122.68257,Private room,189,1,0,,,11,19
35832083,"Sentinel, Executive Terrace Queen",268188940,Sentinel Hotel,,Portland Downtown,45.52174,-122.68139,Private room,199,1,0,,,11,23
35832193,"Sentinel, Parlor Suite King",268188940,Sentinel Hotel,,Portland Downtown,45.52133,-122.68297,Private room,219,1,0,,,11,19
35832320,"Sentinel, Terrace Studio Suite King",268188940,Sentinel Hotel,,Portland Downtown,45.51997,-122.68164,Private room,339,1,0,,,11,17
35832395,"Sentinel, Bridgetown Parlor Suite King",268188940,Sentinel Hotel,,Portland Downtown,45.52162,-122.68282,Private room,339,1,0,,,11,16
35849527,"Spacious 5,000+ sq ft house, Close to PDX Airport",100656896,Inna,,Wilkes,45.53851,-122.4968,Entire home/apt,500,3,9,2019-11-08,1.50,4,332
35870955,#Central City Stays - Entire Home,134297004,Jose,,Humboldt,45.56464,-122.67693,Entire home/apt,210,30,0,,,8,5
35872432,#CentralCityStays - Main Floor,134297004,Jose,,Humboldt,45.56405,-122.67699,Entire home/apt,135,30,0,,,8,5
35878728,Cozy NoPo Getaway,20208950,Kate,,Portsmouth,45.58704,-122.72776,Entire home/apt,110,1,17,2019-10-30,2.87,2,0
35905223,"Spacious Light-Filled NW Apt-
Forest/City Setting",12165232,Kathy,,Northwest District,45.53596,-122.7173,Entire home/apt,130,1,10,2019-11-02,2.14,1,31
35907033,Cozy NE Suite minutes from Alberta Arts District,28880324,Meghan,,Concordia,45.5696,-122.62539,Entire home/apt,50,1,42,2019-12-14,6.46,1,69
35909168,Private Master W/ bathroom 10 mins from downtown,147305840,Darrin,,East Columbia,45.59783,-122.6541,Private room,74,2,22,2019-12-08,3.53,2,89
35912469,"Hotel deLuxe, deLuxe Queen",268592756,Hotel DeLuxe,,Goose Hollow,45.52001,-122.68694,Private room,109,1,2,2019-12-21,2,11,24
35912849,"Hotel deLuxe, deLuxe King",268592756,Hotel DeLuxe,,Goose Hollow,45.52191,-122.6881,Private room,119,1,0,,,11,19
35912999,Hawthorne Apartment,94623462,Tony,,Mt. Tabor,45.51214,-122.60723,Entire home/apt,89,2,32,2019-12-30,6.04,2,87
35913006,"Hotel deLuxe, Premium Queen",268592756,Hotel DeLuxe,,Goose Hollow,45.52188,-122.68659,Private room,119,1,0,,,11,15
35913129,"Hotel deLuxe, Premium King",268592756,Hotel DeLuxe,,Goose Hollow,45.52185,-122.68697,Private room,119,1,0,,,11,14
35913144,Mid-Century Gem in Parkrose Heights,1672748,Jamie,,Parkrose Heights,45.54223,-122.55346,Entire home/apt,100,30,0,,,2,0
35913196,"Hotel deLuxe, Accessible Two Queen Beds",268592756,Hotel DeLuxe,,Goose Hollow,45.52162,-122.6884,Private room,159,1,0,,,11,18
35913241,"Hotel deLuxe, Accessible Two Queen Roll-In Shower",268592756,Hotel DeLuxe,,Goose Hollow,45.52017,-122.68847,Private room,159,1,0,,,11,14
35913326,"Hotel deLuxe, Premium Two Queen Beds",268592756,Hotel DeLuxe,,Goose Hollow,45.52067,-122.68652,Private room,159,1,0,,,11,19
35913379,"Hotel deLuxe, Premier Suite Queen",268592756,Hotel DeLuxe,,Goose Hollow,45.52187,-122.68801,Private room,189,1,0,,,11,16
35913429,"Hotel deLuxe, Studio Suite King",268592756,Hotel DeLuxe,,Goose Hollow,45.52032,-122.68796,Private room,169,1,0,,,11,14
35913469,"Hotel deLuxe, Premier Suite King",268592756,Hotel DeLuxe,,Goose Hollow,45.52,-122.68884,Private room,209,1,0,,,11,16
35913531,"Hotel deLuxe, Marlene Dietrich Suite",268592756,Hotel DeLuxe,,Goose Hollow,45.52007,-122.68804,Private room,259,1,0,,,11,12
35913719,"Streetcar Lofts Condo - View, Parking, AC!",270127093,Sydney,,Pearl,45.531,-122.68367,Entire home/apt,115,31,1,2019-10-31,0.47,1,240
35918101,"Heathman Hotel, Deluxe Queen",267675881,The Heathman Hotel,,Portland Downtown,45.51757,-122.68196,Private room,139,1,0,,,11,17
35918271,"Heathman Hotel, Accessible Queen",267675881,The Heathman Hotel,,Portland Downtown,45.51647,-122.68066,Private room,139,1,0,,,11,24
35918330,"Heathman Hotel, Deluxe King",267675881,The Heathman Hotel,,Portland Downtown,45.51635,-122.68199,Private room,139,1,0,,,11,25
35918361,"Heathman Hotel, Premier King",267675881,The Heathman Hotel,,Portland Downtown,45.51827,-122.68001,Private room,139,1,1,2019-12-08,1,11,35
35918463,"Heathman Hotel, Corner King",267675881,The Heathman Hotel,,Portland Downtown,45.51809,-122.68138,Private room,149,1,0,,,11,45
35918517,"Heathman Hotel, Two Double Beds",267675881,The Heathman Hotel,,Portland Downtown,45.51621,-122.67993,Private room,149,1,0,,,11,22
35918550,"Heathman Hotel, Accessible King",267675881,The Heathman Hotel,,Portland Downtown,45.51819,-122.68224,Private room,139,1,0,,,11,25
35918599,"Heathman Hotel, Accessible Two Double Bed Suite",267675881,The Heathman Hotel,,Portland Downtown,45.51639,-122.68191,Private room,149,1,0,,,11,21
35918641,"Heathman Hotel, One Bedroom Suite",267675881,The Heathman Hotel,,Portland Downtown,45.51772,-122.68177,Private room,186,1,0,,,11,29
35918674,"Heathman Hotel, Studio Suite",267675881,The Heathman Hotel,,Portland Downtown,45.51616,-122.68161,Private room,186,1,0,,,11,19
35918695,"Heathman Hotel, Grand Suite",267675881,The Heathman Hotel,,Portland Downtown,45.51632,-122.682,Private room,421,1,0,,,11,17
35919135,"Hotel Lucia,Accessible Deluxe Queen Roll-In Shower",267899000,Hotel Lucia,,Portland Downtown,45.52002,-122.67786,Private room,139,1,0,,,9,24
35919287,"Hotel Lucia, Deluxe Queen",267899000,Hotel Lucia,,Portland Downtown,45.52165,-122.67915,Private room,139,1,1,2019-12-25,1,9,35
35919333,"Hotel Lucia, Premium Queen",267899000,Hotel Lucia,,Portland Downtown,45.52202,-122.67931,Private room,149,1,0,,,9,14
35919378,"Hotel Lucia, Deluxe King",267899000,Hotel Lucia,,Portland Downtown,45.52216,-122.67745,Private room,159,1,0,,,9,19
35919416,"Hotel Lucia, Premium King",267899000,Hotel Lucia,,Portland Downtown,45.52029,-122.67761,Private room,169,1,0,,,9,17
35919458,"Hotel Lucia, Deluxe Two Double Beds",267899000,Hotel Lucia,,Portland Downtown,45.52147,-122.67736,Private room,179,1,0,,,9,18
35919533,"Hotel Lucia, Superior King",267899000,Hotel Lucia,,Portland Downtown,45.52181,-122.67739,Private room,239,1,0,,,9,15
35919579,"Hotel Lucia, Junior Suite King",267899000,Hotel Lucia,,Portland Downtown,45.5218,-122.67797,Private room,289,1,0,,,9,17
35919638,"Hotel Lucia, Gallery Suite",267899000,Hotel Lucia,,Portland Downtown,45.52183,-122.67795,Private room,559,1,0,,,9,16
35938746,SE Hawthorne Victorian Castle in the Clouds,19417903,Morgan,,Sunnyside,45.51293,-122.62912,Entire home/apt,80,30,0,,,1,0
35944832,"Modern, Private Apartment a Block from SE Division",770026,Margaret,,Richmond,45.50622,-122.63062,Entire home/apt,145,2,3,2020-01-01,3,1,152
35999782,The Loft: Modern Open space in Southeast Portland,488928,Benedict,,Richmond,45.50024,-122.60938,Entire home/apt,67,2,32,2019-12-31,6.62,1,20
36000696,Cute and Classic Montavilla House,103005225,Zosia,,Montavilla,45.5218,-122.58167,Entire home/apt,90,2,6,2019-11-30,1.00,1,12
36027202,Adorable NoPo room with garden and hot tub access!,271040025,Roshin,,Portsmouth,45.58566,-122.72043,Private room,45,2,21,2019-09-14,3.39,1,90
36028891,"Cozy Nest, Above BEST Brunch in Town!",68461387,Heather & Caedmon,,Eliot,45.54304,-122.66244,Private room,52,30,35,2019-12-07,5.53,1,0
36038245,"The Hoxton Portland, Cosy Room",240481942,Hoxton Portland,,Old Town/Chinatown,45.52404,-122.67426,Private room,1000,1,0,,,2,364
36068988,Sun-Drenched Home in Portland's Bohemian Heart ❣,58532,Jane,,Boise,45.55008,-122.66702,Entire home/apt,150,1,23,2019-12-25,7.04,1,272
36074447,"Stylish Mt. Tabor apartment - steps to trails, restaurants, shops & markets!",112445005,Vacasa Portland,,Mt. Tabor,45.50989,-122.58956,Entire home/apt,150,1,0,,,30,365
36074457,Mt. Tabor retreat w/ hot tub & gorgeous views of Mt. Hood!,112445005,Vacasa Portland,,Mt. Tabor,45.5107,-122.5896,Entire home/apt,234,2,8,2019-12-09,1.31,30,364
36074654,"Cozy, modern cabin w/ lovely outdoor space and great location for exploring!",112445005,Vacasa Portland,,King,45.55676,-122.65189,Entire home/apt,158,2,7,2019-12-02,1.83,30,363
36075543,✴✴ Mod-Chic Apt | Spacious 2BD in heart of PDX ✴✴,1218855,Suja,,Kerns,45.52949,-122.64343,Entire home/apt,161,31,48,2019-12-29,7.70,7,20
36102931,Old Town Tropical Lounge,271565231,Austin & Raze,,Old Town/Chinatown,45.52361,-122.66973,Private room,100,2,42,2019-12-27,6.77,1,32
36104735,#StayInMyDistrict St Johns Walk to dining & shops,3142393,Amy,,Cathedral Park,45.59315,-122.75969,Entire home/apt,89,1,31,2019-12-14,4.97,14,178
36106104,Dreamy Mid Century Modern Home w/ Hot Tub,825366,Diana,,Piedmont,45.57128,-122.67311,Entire home/apt,225,2,2,2019-12-01,0.35,1,0
36106458,FANTASTIC FARGO FLATS! Brand New NE Portland Home,50379702,Shane,,Eliot,45.54736,-122.66054,Entire home/apt,300,1,57,2019-12-22,9.10,1,113
36139015,The Concordia RETREAT,315059,Anna,,Concordia,45.57203,-122.63897,Entire home/apt,85,2,14,2019-10-27,2.53,2,147
36139326,"GROUP ESCAPE! TWO COMFY UNITS, POOL, PARKING",174792040,RoomPicks By Victoria,,Parkrose,45.56714,-122.54137,Private room,229,1,0,,,3,82
36139361,"CLOSE TO THE AIRPORT! COMFY KING UNIT, POOL!",174792040,RoomPicks By Victoria,,Parkrose,45.56751,-122.54244,Private room,119,1,0,,,3,82
36139673,Abode PDX,90348301,Willow,,Sellwood-Moreland Improvement League,45.47595,-122.64725,Entire home/apt,125,2,8,2019-11-07,1.66,1,176
36144928,Woodstock Tiny House,10551769,Barbara,,Woodstock,45.48862,-122.60942,Entire home/apt,80,2,0,,,1,52
36154609,Charming Brooklyn Bungalow,7895112,Sean,,Brooklyn Action Corps,45.49312,-122.65487,Private room,50,2,5,2019-11-30,1.06,1,69
36175137,"Little Darling, Bungalow & Urban Farm",324438,Stephanie,,Brentwood-Darlington,45.47117,-122.58664,Entire home/apt,90,2,0,,,3,90
36179437,Daylight Basement Apt N Williams/N Mississippi,33654666,Mike & Hallie,,Boise,45.55009,-122.6652,Entire home/apt,99,2,42,2019-12-29,7.54,1,119
36180466,BELMONT cutie in the center of it all!!,114861645,Nina,,Buckman,45.5162,-122.64002,Entire home/apt,116,2,7,2019-12-29,4.38,1,64
36182521,Manifest Station,19871248,Mauricio,,South Burlingame,45.46819,-122.68472,Entire home/apt,174,1,16,2019-11-30,2.64,1,88
36199575,"Hotel Rose, Cityscape Balcony King",270114277,Hotel Rose,,Portland Downtown,45.51763,-122.67287,Private room,149,1,0,,,12,29
36199672,"Hotel Rose, Cityscape Balcony Two Doubles",270114277,Hotel Rose,,Portland Downtown,45.5171,-122.67384,Private room,149,1,1,2019-11-17,0.64,12,25
36199745,"Hotel Rose, Cityscape King",270114277,Hotel Rose,,Portland Downtown,45.51722,-122.67418,Private room,109,1,0,,,12,25
36199830,"Hotel Rose, Metro View King",270114277,Hotel Rose,,Portland Downtown,45.51624,-122.67348,Private room,109,1,1,2019-12-22,1,12,31
36200025,"Hotel Rose,King bed Mobility Accessible w/shower",270114277,Hotel Rose,,Portland Downtown,45.51644,-122.67218,Private room,109,1,0,,,12,27
36200233,"Hotel Rose,King bed Mobility Accessible w/Tub",270114277,Hotel Rose,,Portland Downtown,45.51691,-122.67258,Private room,109,1,0,,,12,31
36200341,"Hotel Rose, Metro View King Suite",270114277,Hotel Rose,,Portland Downtown,45.51722,-122.67408,Private room,229,1,0,,,12,27
36200434,"Hotel Rose, Metro View Two Doubles",270114277,Hotel Rose,,Portland Downtown,45.51681,-122.67437,Private room,119,1,0,,,12,28
